create table scr_Opciones_Pago (
	ID_Pago INT,
	ID_Usuario INT,
	Monedas_Compradas INT,
	Fecha_Compra DATE
);
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 42, 27, '17/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 11, 89, '11/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 50, 82, '01/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 28, 59, '18/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (16, 1, 82, '08/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 75, 21, '06/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 41, 27, '04/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 4, 7, '11/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 40, 39, '11/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 98, 22, '02/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 20, 54, '06/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 95, 92, '02/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (88, 39, 37, '21/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 81, 66, '16/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 69, 62, '21/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 57, 50, '14/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 55, 10, '27/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 27, 56, '26/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (88, 2, 5, '17/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 35, 55, '15/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 7, 39, '08/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (87, 66, 28, '25/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 66, 26, '12/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (29, 85, 92, '09/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 22, 68, '19/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (92, 63, 78, '02/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (84, 16, 90, '21/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 71, 75, '15/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 52, 37, '06/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 5, 79, '26/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (87, 40, 51, '11/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (90, 46, 77, '16/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (47, 16, 89, '10/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 34, 68, '18/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 78, 23, '29/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 95, 88, '25/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (31, 51, 24, '11/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 61, 68, '14/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 55, 25, '30/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 52, 79, '13/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 72, 27, '26/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 88, 63, '19/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 88, 9, '08/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 55, 76, '01/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (6, 10, 40, '07/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 52, 23, '17/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 76, 22, '04/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 66, 61, '09/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (9, 27, 8, '04/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 62, 6, '01/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 32, 47, '29/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 26, 42, '01/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 35, 67, '10/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 98, 76, '19/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 87, 95, '27/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 57, 79, '26/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 49, 29, '10/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (9, 21, 95, '29/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 33, 9, '06/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 57, 50, '24/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 76, 67, '24/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 53, 42, '17/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 59, 88, '14/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 92, 82, '03/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 87, 27, '26/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 14, 22, '27/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (88, 44, 5, '16/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 3, 48, '12/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (40, 20, 34, '11/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 83, 57, '24/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 63, 71, '27/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (37, 39, 27, '05/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 1, 24, '09/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (91, 51, 15, '16/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 89, 58, '09/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (96, 47, 26, '01/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 29, 14, '03/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (31, 13, 12, '09/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 16, 81, '07/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (73, 25, 34, '24/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 71, 59, '27/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 32, 54, '10/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (32, 53, 75, '09/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (27, 3, 40, '30/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 79, 64, '13/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 100, 65, '18/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (73, 29, 83, '17/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 21, 11, '02/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 45, 87, '12/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 43, 46, '20/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 88, 32, '22/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 67, 64, '07/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (84, 65, 73, '04/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 83, 100, '15/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (9, 82, 38, '22/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 31, 10, '09/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (27, 36, 9, '13/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (44, 5, 63, '25/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 36, 8, '20/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 15, 59, '13/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (6, 64, 21, '04/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 34, 27, '28/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 61, 33, '23/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 64, 23, '04/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (35, 50, 81, '26/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (86, 42, 4, '08/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 45, 98, '07/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 82, 87, '14/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 81, 82, '27/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (70, 19, 22, '18/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (49, 25, 31, '09/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 8, 42, '27/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (80, 43, 50, '06/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 14, 21, '10/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 39, 22, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 15, 30, '14/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 34, 95, '17/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (87, 33, 33, '10/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 39, 25, '01/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 79, 64, '24/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 19, 11, '09/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 58, 7, '27/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 49, 52, '02/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (44, 86, 49, '27/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 54, 79, '09/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 53, 22, '22/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 92, 88, '12/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 97, 9, '12/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 96, 32, '17/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 17, 10, '16/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 3, 40, '06/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 49, 59, '10/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 83, 63, '05/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (4, 4, 20, '21/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 18, 11, '06/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (92, 47, 23, '07/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (5, 42, 11, '16/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 1, 62, '06/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 7, 83, '20/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 83, 74, '23/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (39, 49, 95, '23/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (80, 99, 89, '23/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (14, 53, 48, '16/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 82, 40, '12/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (51, 63, 21, '19/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 38, 42, '16/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 36, 29, '30/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 65, 70, '05/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 74, 44, '10/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (39, 33, 48, '30/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (20, 22, 73, '30/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 32, 68, '30/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 73, 48, '04/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 5, 30, '12/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 17, 42, '14/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (86, 4, 69, '02/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 35, 6, '19/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 4, 47, '12/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 62, 76, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 18, 51, '26/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (72, 33, 58, '01/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (18, 76, 63, '04/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 39, 86, '25/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (37, 87, 68, '18/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 66, 82, '02/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 58, 21, '19/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 81, 77, '25/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 40, 23, '17/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 39, 79, '03/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (47, 41, 35, '23/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 81, 34, '13/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (49, 14, 19, '27/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 90, 26, '13/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 41, 100, '02/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 69, 21, '03/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (92, 52, 23, '08/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 95, 20, '27/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 55, 45, '25/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 16, 1, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (18, 14, 21, '09/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 91, 89, '23/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (86, 21, 30, '11/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 47, 44, '20/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 4, 29, '31/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (92, 16, 87, '19/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 74, 54, '17/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (46, 57, 10, '06/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 32, 70, '12/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 49, 31, '20/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 19, 83, '05/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 86, 17, '04/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 94, 20, '08/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 44, 17, '06/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 20, 50, '09/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 7, 22, '02/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (47, 20, 50, '23/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 19, 79, '30/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 6, 39, '30/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 97, 68, '10/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 89, 42, '22/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 34, 87, '28/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 88, 97, '24/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 63, 88, '04/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 23, 22, '15/04/2025');
